Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Severity,Parts_Required,Parts_Availability,Garage_Type,Mechanic_Expertise,Location,Day_of_Week,Time_of_Day,Actual_Repair_Hours
557,Suzuki Alto,2014,52113,Electrical,Starter Motor Fault,Moderate,Starter Motor,Order Required,Local,4,Akuressa,Monday,Morning,3.4
558,Suzuki Alto,2021,54515,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,Order Required,Authorized,8,Dondra,Saturday,Morning,4.7
559,Suzuki Alto,2020,61992,Transmission,Clutch Slipping,Major,Clutch Plate Set,Order Required,Local,13,Hakmana,Friday,Morning,16.1
560,Suzuki Alto,2015,158141,Body,Bumper Crack,Minor,Bumper Repair,In Stock,Local,17,Dehiwala,Wednesday,Afternoon,0.9
561,Suzuki Alto,2014,93459,Transmission,CVT Jerking (AGS),Moderate,AGS Actuator/Oil,In Stock,Local,12,Havelock Town,Thursday,Morning,4.4
562,Suzuki Alto,2014,51352,Engine,Misfiring,Minor,Spark Plugs/Coils,In Stock,Local,7,Athuraliya,Monday,Evening,1.2
563,Suzuki Alto,2013,167956,Suspension,Steering Rack Rattle,Major,Steering Rack Bush,Order Required,Local,24,Meddawatta,Thursday,Morning,8.4
564,Suzuki Alto,2014,392328,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,In Stock,Local,16,Kamburupitiya,Tuesday,Morning,5.3
565,Suzuki Alto,2021,37049,Engine,Hard Starting,Minor,Starter Motor/Battery,Order Required,Authorized,20,Thalalla,Monday,Evening,0.6
566,Suzuki Alto,2011,140597,Suspension,Bushings Worn,Minor,Suspension Bush Kit,In Stock,Local,13,Paburana,Thursday,Afternoon,2.0
567,Suzuki Alto,2020,98421,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,12,Kirulapone,Sunday,Morning,0.5
568,Suzuki Alto,2020,16555,Suspension,CV Joint Noise,Major,CV Joint/Boot,In Stock,Local,10,Welipitiya,Friday,Afternoon,7.4
569,Suzuki Alto,2012,420186,Electrical,Horn Not Working,Moderate,Horn Unit,In Stock,Local,1,Walgama,Thursday,Evening,0.7
570,Suzuki Alto,2022,35855,Engine,Coolant Leak,Minor,Radiator Hose/Pipe,In Stock,Local,19,Hiththetiya,Thursday,Afternoon,0.8
571,Suzuki Alto,2014,181655,Transmission,Gear Shifting Hard,Minor,Gear Cable/Oil,In Stock,Local,1,Hakmana,Monday,Afternoon,2.6
572,Suzuki Alto,2011,491324,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,13,Kotapola,Sunday,Evening,3.2
573,Suzuki Alto,2012,186609,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Local,24,Malimbada,Wednesday,Evening,0.5
574,Suzuki Alto,2015,75746,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Local,21,Kaduwela,Wednesday,Morning,3.2
575,Suzuki Alto,2017,92141,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Authorized,10,Pitabeddara,Saturday,Evening,0.5
576,Suzuki Alto,2018,70919,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,Order Required,Local,11,Athuraliya,Tuesday,Afternoon,3.8
577,Suzuki Alto,2014,124072,AC,Condenser Leak,Major,Condenser,In Stock,Authorized,10,Weligama,Wednesday,Morning,7.7
578,Suzuki Alto,2018,64120,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,In Stock,Authorized,8,Pitabeddara,Wednesday,Morning,3.3
579,Suzuki Alto,2016,133457,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Local,15,Athuraliya,Wednesday,Afternoon,39.4
580,Suzuki Alto,2018,84122,Suspension,Shock Absorber Leaking,Minor,Shock Absorbers,Order Required,Authorized,6,Hakmana,Saturday,Evening,1.6
581,Suzuki Alto,2012,124797,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,In Stock,Authorized,9,Devinuwara,Sunday,Afternoon,3.6
582,Suzuki Alto,2014,311782,Engine,Engine Knocking,Moderate,Engine Overhaul Kit,In Stock,Local,16,Ratmalana,Saturday,Afternoon,17.2
583,Suzuki Alto,2014,125998,Engine,Water Pump Failure,Moderate,Water Pump,In Stock,Local,13,Kotapola,Sunday,Evening,5.0
584,Suzuki Alto,2022,88500,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Authorized,11,Kaduwela,Tuesday,Morning,4.0
585,Suzuki Alto,2022,15712,Transmission,Clutch Slipping,Major,Clutch Plate Set,In Stock,Authorized,18,Pitabeddara,Tuesday,Afternoon,12.5
586,Suzuki Alto,2017,35774,AC,Compressor Noise,Major,Compressor,In Stock,Local,5,Pasgoda,Thursday,Evening,10.9
587,Suzuki Alto,2022,13013,Electrical,Alternator Failure,Moderate,Alternator,Order Required,Authorized,18,Hakmana,Monday,Morning,2.4
588,Suzuki Alto,2021,19725,Body,Windshield Crack,Major,Windshield Glass,In Stock,Authorized,12,Padukka,Tuesday,Afternoon,8.6
589,Suzuki Alto,2021,8781,Brake,Brake Pad Wear,Minor,Brake Pads,Order Required,Authorized,8,Seethawaka,Friday,Morning,0.7
590,Suzuki Alto,2017,189085,AC,Compressor Noise,Major,Compressor,In Stock,Local,5,Mulatiyana,Wednesday,Evening,12.7
591,Suzuki Alto,2021,138647,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,In Stock,Local,14,Dehiwala,Friday,Afternoon,3.1
592,Suzuki Alto,2014,206546,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,3,Paburana,Thursday,Evening,2.9
593,Suzuki Alto,2018,55387,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,In Stock,Local,19,Matara,Friday,Evening,1.5
594,Suzuki Alto,2018,102393,Engine,Hard Starting,Minor,Starter Motor/Battery,In Stock,Local,4,Pitabeddara,Friday,Morning,0.9
595,Suzuki Alto,2011,152548,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,11,Seethawaka,Monday,Afternoon,1.4
596,Suzuki Alto,2018,102642,Body,Rust Patch,Minor,Tinkering/Painting,Order Required,Authorized,6,Kirulapone,Sunday,Morning,3.0
597,Suzuki Alto,2014,135282,Engine,Timing Belt Noise,Major,Timing Belt Kit,Order Required,Local,16,Seethawaka,Saturday,Afternoon,9.6
598,Suzuki Alto,2020,82752,Engine,Radiator Fan Failure,Moderate,Fan Motor,In Stock,Local,21,Pallimulla,Wednesday,Evening,2.3
599,Suzuki Alto,2020,150460,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,7,Pasgoda,Tuesday,Evening,4.3
600,Suzuki Alto,2017,111681,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Authorized,19,Dehiwala,Wednesday,Morning,0.5
601,Suzuki Alto,2018,65593,Electrical,Alternator Failure,Moderate,Alternator,In Stock,Authorized,6,Hakmana,Sunday,Morning,3.0
602,Suzuki Alto,2019,23915,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Local,16,Pitabeddara,Wednesday,Evening,0.5
603,Suzuki Alto,2018,68533,AC,Condenser Leak,Moderate,Condenser,In Stock,Authorized,15,Modara,Wednesday,Morning,2.4
604,Suzuki Alto,2013,147996,Suspension,Steering Rack Rattle,Major,Steering Rack Bush,Order Required,Local,1,Malimbada,Thursday,Evening,18.2
605,Suzuki Alto,2020,39043,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Authorized,12,Grandpass,Monday,Evening,0.5
606,Suzuki Alto,2020,107934,AC,Condenser Leak,Moderate,Condenser,In Stock,Authorized,5,Dikwella,Thursday,Evening,3.4
607,Suzuki Alto,2016,34164,Electrical,Check Engine Light,Major,Sensor (O2/MAP),In Stock,Authorized,6,Matara,Tuesday,Evening,4.0
608,Suzuki Alto,2016,69288,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,In Stock,Authorized,16,Nawimana,Thursday,Morning,0.6
609,Suzuki Alto,2011,219136,Electrical,Battery Drain,Minor,Battery,Order Required,Local,23,Welipitiya,Tuesday,Afternoon,0.5
610,Suzuki Alto,2019,188373,Brake,ABS Sensor Fault,Minor,ABS Sensor,In Stock,Local,18,Hiththetiya,Friday,Morning,0.5
611,Suzuki Alto,2016,97840,Engine,Throttle Body Issue,Major,Throttle Body Cleaner,In Stock,Local,23,Kirinda Puhulwella,Wednesday,Evening,2.4
612,Suzuki Alto,2017,42071,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Authorized,12,Athuraliya,Tuesday,Morning,4.0
613,Suzuki Alto,2015,117096,Suspension,CV Joint Noise,Major,CV Joint/Boot,In Stock,Local,7,Pallimulla,Saturday,Morning,8.3
614,Suzuki Alto,2020,111640,Suspension,Bushings Worn,Minor,Suspension Bush Kit,In Stock,Local,3,Welipitiya,Friday,Morning,2.3
615,Suzuki Alto,2013,138345,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Authorized,9,Akuressa,Monday,Evening,0.6
616,Suzuki Alto,2022,12303,Engine,Water Pump Failure,Minor,Water Pump,In Stock,Authorized,6,Paburana,Monday,Evening,2.6
617,Suzuki Alto,2017,114020,AC,Condenser Leak,Moderate,Condenser,In Stock,Authorized,19,Ratmalana,Saturday,Afternoon,2.7
618,Suzuki Alto,2016,29444,Suspension,Wheel Bearing Noise,Major,Wheel Bearing,In Stock,Authorized,7,Welipitiya,Sunday,Afternoon,9.7
619,Suzuki Alto,2016,147477,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,Order Required,Local,14,Kamburupitiya,Tuesday,Evening,6.4
620,Suzuki Alto,2018,98798,Electrical,Horn Not Working,Minor,Horn Unit,Order Required,Authorized,8,Meddawatta,Saturday,Morning,0.5
621,Suzuki Alto,2014,30969,Brake,Disc Rotor Warped,Major,Disc Skimming,In Stock,Local,25,Thalalla,Saturday,Evening,2.7
622,Suzuki Alto,2011,163378,Electrical,Battery Drain,Minor,Battery,In Stock,Authorized,18,Kolonnawa,Friday,Afternoon,0.5
623,Suzuki Alto,2020,34000,Suspension,Steering Rack Rattle,Major,Steering Rack Bush,In Stock,Authorized,17,Kesbewa,Monday,Evening,8.8
624,Suzuki Alto,2017,54869,Transmission,Gear Shifting Hard,Moderate,Gear Cable/Oil,In Stock,Local,11,Hakmana,Friday,Afternoon,4.0
625,Suzuki Alto,2011,192363,Engine,Thermostat Stuck,Major,Thermostat Valve,Order Required,Local,24,Kamburupitiya,Thursday,Evening,6.3
626,Suzuki Alto,2015,102841,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,Order Required,Local,14,Athuraliya,Monday,Afternoon,2.9
627,Suzuki Alto,2012,457247,Electrical,Starter Motor Fault,Minor,Starter Motor,In Stock,Local,24,Thalalla,Monday,Evening,0.9
628,Suzuki Alto,2011,111935,Engine,Thermostat Stuck,Minor,Thermostat Valve,In Stock,Local,16,Thalalla,Tuesday,Evening,1.4
629,Suzuki Alto,2018,76529,Electrical,Power Window Stuck,Moderate,Window Motor/Regulator,In Stock,Local,13,Thalalla,Sunday,Afternoon,1.5
630,Suzuki Alto,2015,355356,Engine,Thermostat Stuck,Minor,Thermostat Valve,Order Required,Local,2,Dehiwala,Thursday,Afternoon,2.5
631,Suzuki Alto,2015,98848,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Local,25,Kolonnawa,Sunday,Afternoon,2.2
632,Suzuki Alto,2021,57715,Transmission,CVT Jerking (AGS),Moderate,AGS Actuator/Oil,In Stock,Authorized,15,Mulatiyana,Wednesday,Afternoon,5.0
633,Suzuki Alto,2020,30582,AC,Condenser Leak,Major,Condenser,In Stock,Local,11,Devinuwara,Thursday,Afternoon,6.3
634,Suzuki Alto,2014,131997,Transmission,Gear Shifting Hard,Moderate,Gear Cable/Oil,In Stock,Local,16,Kolonnawa,Sunday,Afternoon,2.6
635,Suzuki Alto,2011,356867,AC,Bad Smell,Minor,Evaporator Cleaning,In Stock,Local,11,Kamburupitiya,Wednesday,Afternoon,0.7
636,Suzuki Alto,2014,33039,Engine,Oil Leak (Gasket),Minor,Valve Cover Gasket,In Stock,Local,15,Kolonnawa,Monday,Morning,1.1
637,Suzuki Alto,2019,187149,Engine,Water Pump Failure,Moderate,Water Pump,In Stock,Authorized,5,Malimbada,Friday,Evening,6.3
638,Suzuki Alto,2014,286909,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,In Stock,Local,19,Paburana,Monday,Evening,1.5
639,Suzuki Alto,2019,98103,Body,Windshield Crack,Moderate,Windshield Glass,In Stock,Local,11,Weligama,Wednesday,Afternoon,3.2
640,Suzuki Alto,2017,48092,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,In Stock,Local,1,Akuressa,Wednesday,Afternoon,7.4
641,Suzuki Alto,2013,111386,Engine,Radiator Fan Failure,Minor,Fan Motor,In Stock,Local,11,Padukka,Monday,Morning,2.1
642,Suzuki Alto,2018,86694,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,24,Seethawaka,Friday,Afternoon,0.5
643,Suzuki Alto,2011,46396,Body,Paint Scratch,Minor,Touch-up Paint,In Stock,Local,6,Kesbewa,Sunday,Evening,1.3
644,Suzuki Alto,2011,241369,Transmission,Transmission Oil Leak,Moderate,Oil Seal,In Stock,Local,13,Walgama,Thursday,Afternoon,2.1
645,Suzuki Alto,2021,32867,Suspension,Shock Absorber Leaking,Minor,Shock Absorbers,In Stock,Authorized,13,Meddawatta,Sunday,Afternoon,1.0
646,Suzuki Alto,2014,169703,AC,Bad Smell,Minor,Evaporator Cleaning,Order Required,Local,9,Nawimana,Saturday,Afternoon,0.5
647,Suzuki Alto,2019,219160,Transmission,CVT Jerking (AGS),Moderate,AGS Actuator/Oil,Order Required,Local,2,Pitabeddara,Tuesday,Evening,6.4
648,Suzuki Alto,2014,150607,Suspension,Steering Rack Rattle,Major,Steering Rack Bush,In Stock,Local,16,Kaduwela,Saturday,Afternoon,10.0
649,Suzuki Alto,2014,152533,Electrical,Rat Bite Damage,Minor,Wiring Harness Repair,In Stock,Local,9,Devinuwara,Tuesday,Morning,2.2
650,Suzuki Alto,2021,118685,Engine,Misfiring,Minor,Spark Plugs/Coils,In Stock,Authorized,11,Pallimulla,Sunday,Evening,0.9
651,Suzuki Alto,2011,132458,Electrical,Alternator Failure,Moderate,Alternator,Order Required,Local,21,Hakmana,Friday,Morning,2.4
652,Suzuki Alto,2011,225258,Engine,Engine Knocking,Major,Engine Overhaul Kit,Order Required,Local,20,Mulatiyana,Friday,Morning,35.9
653,Suzuki Alto,2016,134857,Electrical,Alternator Failure,Major,Alternator,In Stock,Local,6,Pitabeddara,Friday,Morning,9.8
654,Suzuki Alto,2019,28532,Body,Windshield Crack,Moderate,Windshield Glass,In Stock,Authorized,8,Kesbewa,Sunday,Afternoon,3.5
655,Suzuki Alto,2015,142076,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Local,25,Pasgoda,Wednesday,Afternoon,0.5
656,Suzuki Alto,2017,93429,Body,Bumper Crack,Minor,Bumper Repair,In Stock,Local,6,Kamburupitiya,Thursday,Morning,1.5
657,Suzuki Alto,2022,13349,Suspension,Steering Rack Rattle,Major,Steering Rack Bush,In Stock,Authorized,14,Kamburupitiya,Monday,Afternoon,10.9
658,Suzuki Alto,2021,41849,AC,No Cooling,Major,Refrigerant Gas,In Stock,Authorized,19,Athuraliya,Monday,Afternoon,5.8
659,Suzuki Alto,2014,112726,Electrical,Rat Bite Damage,Moderate,Wiring Harness Repair,In Stock,Local,6,Welipitiya,Saturday,Evening,4.3
660,Suzuki Alto,2012,151385,Suspension,Bushings Worn,Minor,Suspension Bush Kit,Order Required,Authorized,18,Kotapola,Sunday,Evening,1.5
661,Suzuki Alto,2016,112909,Transmission,Transmission Oil Leak,Moderate,Oil Seal,In Stock,Local,24,Mulatiyana,Tuesday,Afternoon,1.5
662,Suzuki Alto,2020,31974,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Local,15,Gandara,Wednesday,Evening,38.2
663,Suzuki Alto,2017,185179,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Local,16,Malimbada,Tuesday,Afternoon,1.8
664,Suzuki Alto,2018,58845,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,In Stock,Local,21,Nawimana,Tuesday,Evening,2.4
665,Suzuki Alto,2013,129461,Engine,Coolant Leak,Major,Radiator Hose/Pipe,Order Required,Local,15,Gandara,Monday,Evening,3.4
666,Suzuki Alto,2017,116770,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,In Stock,Local,10,Welipitiya,Friday,Evening,7.7
667,Suzuki Alto,2021,43296,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Authorized,7,Dikwella,Wednesday,Morning,1.1
668,Suzuki Alto,2012,156307,Transmission,Clutch Slipping,Major,Clutch Plate Set,Order Required,Local,18,Nawimana,Saturday,Evening,13.3
669,Suzuki Alto,2016,290448,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Local,15,Kesbewa,Friday,Afternoon,2.6
670,Suzuki Alto,2015,375485,Transmission,Transmission Oil Leak,Moderate,Oil Seal,Order Required,Local,17,Weligama,Friday,Evening,1.9
671,Suzuki Alto,2015,291053,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Authorized,9,Pitabeddara,Friday,Evening,3.0
672,Suzuki Alto,2022,30507,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Authorized,13,Kirinda Puhulwella,Wednesday,Afternoon,0.5
673,Suzuki Alto,2013,418600,Transmission,Transmission Oil Leak,Minor,Oil Seal,Order Required,Authorized,20,Kirinda Puhulwella,Friday,Morning,1.0
674,Suzuki Alto,2014,364674,Transmission,CVT Jerking (AGS),Major,AGS Actuator/Oil,In Stock,Local,8,Nawimana,Friday,Afternoon,11.1
675,Suzuki Alto,2019,88719,Suspension,Rim Bend,Major,Rim Repair,In Stock,Authorized,11,Kotapola,Sunday,Evening,2.8
676,Suzuki Alto,2020,69837,Engine,Throttle Body Issue,Moderate,Throttle Body Cleaner,In Stock,Local,5,Paburana,Saturday,Morning,1.6
677,Suzuki Alto,2014,144927,Electrical,Battery Drain,Minor,Battery,In Stock,Local,9,Pasgoda,Saturday,Evening,0.5
678,Suzuki Alto,2011,151700,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,7,Pitabeddara,Sunday,Afternoon,1.3
679,Suzuki Alto,2017,28979,Engine,Hard Starting,Minor,Starter Motor/Battery,Order Required,Local,8,Dikwella,Wednesday,Evening,0.7
680,Suzuki Alto,2017,102456,Electrical,Power Window Stuck,Minor,Window Motor/Regulator,In Stock,Local,5,Kamburupitiya,Wednesday,Evening,1.3
681,Suzuki Alto,2013,391780,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Local,17,Paburana,Thursday,Evening,0.5
682,Suzuki Alto,2015,132137,Transmission,CVT Jerking (AGS),Moderate,AGS Actuator/Oil,In Stock,Local,22,Malimbada,Thursday,Evening,2.9
683,Suzuki Alto,2021,46374,Brake,Brake Pad Wear,Minor,Brake Pads,Order Required,Authorized,11,Hiththetiya,Thursday,Evening,0.7
684,Suzuki Alto,2020,115179,AC,Condenser Leak,Moderate,Condenser,In Stock,Local,22,Hiththetiya,Wednesday,Afternoon,2.0
685,Suzuki Alto,2022,37805,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Authorized,14,Welipitiya,Sunday,Evening,48.4
686,Suzuki Alto,2013,144137,Brake,Brake Fluid Leak,Minor,Brake Cylinder/Line,In Stock,Local,3,Devinuwara,Thursday,Morning,1.7
687,Suzuki Alto,2011,193171,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,In Stock,Local,15,Thihagoda,Wednesday,Evening,1.6
688,Suzuki Alto,2019,59697,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,In Stock,Authorized,11,Thihagoda,Thursday,Afternoon,0.7
689,Suzuki Alto,2022,17202,Engine,Hard Starting,Major,Starter Motor/Battery,In Stock,Authorized,12,Pallimulla,Sunday,Afternoon,3.7
690,Suzuki Alto,2019,54661,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,8,Ratmalana,Monday,Afternoon,4.5
691,Suzuki Alto,2016,313380,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Local,5,Devinuwara,Sunday,Morning,3.5
692,Suzuki Alto,2018,195706,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Local,24,Hakmana,Tuesday,Evening,33.3
693,Suzuki Alto,2014,98824,Body,Door Rattle,Moderate,Door Panel Clips,In Stock,Local,21,Nawimana,Saturday,Evening,0.8
694,Suzuki Alto,2018,78833,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Local,13,Hiththetiya,Sunday,Afternoon,2.8
695,Suzuki Alto,2019,168488,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Authorized,6,Nawimana,Wednesday,Morning,0.5
696,Suzuki Alto,2015,252031,Engine,Water Pump Failure,Moderate,Water Pump,In Stock,Local,15,Pitabeddara,Friday,Morning,4.0
697,Suzuki Alto,2012,428536,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Local,9,Devinuwara,Tuesday,Afternoon,1.2
698,Suzuki Alto,2016,107722,Electrical,Horn Not Working,Moderate,Horn Unit,In Stock,Local,11,Welipitiya,Sunday,Evening,0.6
699,Suzuki Alto,2011,110205,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Authorized,13,Welipitiya,Tuesday,Afternoon,0.6
700,Suzuki Alto,2013,36135,Engine,Timing Belt Noise,Major,Timing Belt Kit,In Stock,Local,13,Athuraliya,Monday,Evening,11.7
701,Suzuki Alto,2014,152522,Electrical,Rat Bite Damage,Minor,Wiring Harness Repair,In Stock,Local,21,Kirinda Puhulwella,Friday,Evening,1.5
702,Suzuki Alto,2015,119249,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Local,15,Pasgoda,Sunday,Afternoon,1.9
703,Suzuki Alto,2020,13664,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Local,6,Pitabeddara,Wednesday,Evening,0.7
704,Suzuki Alto,2013,249656,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Local,2,Nupe,Thursday,Evening,1.7
705,Suzuki Alto,2013,199055,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Authorized,14,Pasgoda,Sunday,Evening,0.5
706,Suzuki Alto,2018,101228,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Authorized,17,Kamburupitiya,Friday,Morning,0.5
707,Suzuki Alto,2020,122635,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,5,Bambalapitiya,Friday,Evening,4.3
708,Suzuki Alto,2018,27420,Body,Rust Patch,Minor,Tinkering/Painting,In Stock,Local,21,Gandara,Tuesday,Evening,2.5
709,Suzuki Alto,2013,172577,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Local,21,Kotapola,Wednesday,Afternoon,3.0
710,Suzuki Alto,2011,269987,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Local,14,Kesbewa,Saturday,Afternoon,4.1
711,Suzuki Alto,2015,411645,Transmission,Clutch Slipping,Moderate,Clutch Plate Set,In Stock,Local,5,Nawimana,Thursday,Morning,6.7
712,Suzuki Alto,2013,135818,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,25,Kollupitiya,Friday,Morning,0.7
713,Suzuki Alto,2021,52147,Brake,Disc Rotor Warped,Moderate,Disc Skimming,In Stock,Local,12,Pallimulla,Tuesday,Afternoon,2.1
714,Suzuki Alto,2011,423259,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,In Stock,Authorized,9,Kolonnawa,Thursday,Evening,0.6
715,Suzuki Alto,2019,85748,Engine,Water Pump Failure,Moderate,Water Pump,Order Required,Local,11,Pitabeddara,Monday,Morning,5.5
716,Suzuki Alto,2013,139243,Engine,Radiator Fan Failure,Major,Fan Motor,Order Required,Authorized,5,Kirinda Puhulwella,Wednesday,Morning,12.2
717,Suzuki Alto,2017,109048,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,Order Required,Authorized,15,Kamburupitiya,Wednesday,Evening,3.1
718,Suzuki Alto,2014,49828,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Local,22,Athuraliya,Saturday,Evening,1.9
719,Suzuki Alto,2014,287909,Engine,Water Pump Failure,Major,Water Pump,In Stock,Local,10,Grandpass,Saturday,Evening,13.3
720,Suzuki Alto,2012,226309,Engine,Thermostat Stuck,Minor,Thermostat Valve,In Stock,Local,5,Dikwella,Monday,Morning,2.1
721,Suzuki Alto,2015,175500,Transmission,CVT Jerking (AGS),Moderate,AGS Actuator/Oil,In Stock,Local,8,Matara,Monday,Evening,5.3
722,Suzuki Alto,2020,44461,Engine,Radiator Fan Failure,Moderate,Fan Motor,In Stock,Local,7,Kirinda Puhulwella,Friday,Afternoon,4.2
723,Suzuki Alto,2019,87682,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,1,Kotapola,Monday,Afternoon,4.4
724,Suzuki Alto,2014,385498,AC,Blower Fan Issue,Moderate,Blower Motor,Order Required,Local,14,Thalalla,Monday,Morning,1.3
725,Suzuki Alto,2014,55652,Transmission,CVT Jerking (AGS),Major,AGS Actuator/Oil,Order Required,Local,2,Nawimana,Sunday,Evening,15.2
726,Suzuki Alto,2015,101036,AC,Compressor Noise,Major,Compressor,In Stock,Local,15,Malimbada,Tuesday,Afternoon,8.9
727,Suzuki Alto,2011,211447,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,In Stock,Authorized,9,Padukka,Thursday,Morning,4.0
728,Suzuki Alto,2022,81632,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Authorized,19,Walgama,Friday,Afternoon,2.4
729,Suzuki Alto,2019,72580,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,In Stock,Authorized,5,Weligama,Tuesday,Evening,3.2
730,Suzuki Alto,2011,258141,Transmission,CVT Jerking (AGS),Major,AGS Actuator/Oil,In Stock,Authorized,7,Kamburupitiya,Tuesday,Morning,14.1
731,Suzuki Alto,2020,38634,AC,Blower Fan Issue,Minor,Blower Motor,Order Required,Local,16,Kolonnawa,Wednesday,Evening,0.5
732,Suzuki Alto,2013,178702,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,10,Kirulapone,Monday,Evening,1.1
733,Suzuki Alto,2012,181997,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Local,2,Kamburupitiya,Tuesday,Morning,3.8
734,Suzuki Alto,2015,354633,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,In Stock,Local,11,Mulatiyana,Thursday,Morning,2.0
735,Suzuki Alto,2021,36752,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Authorized,5,Hakmana,Wednesday,Afternoon,0.5
736,Suzuki Alto,2015,28765,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,8,Meddawatta,Friday,Afternoon,0.5
737,Suzuki Alto,2018,121977,Engine,Radiator Cap Fault,Moderate,Radiator Cap,In Stock,Authorized,15,Devinuwara,Monday,Afternoon,0.0
738,Suzuki Alto,2014,145648,AC,Compressor Noise,Moderate,Compressor,In Stock,Local,15,Kamburupitiya,Thursday,Evening,3.1
739,Suzuki Alto,2019,51199,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,In Stock,Authorized,8,Padukka,Monday,Afternoon,7.5
740,Suzuki Alto,2021,122872,AC,Blower Fan Issue,Moderate,Blower Motor,In Stock,Authorized,13,Hakmana,Tuesday,Evening,1.2
